"x" "y" "z"
"933" "21" 0.72 36.72
"934" "21" 0.72 37.44
"935" "21" 0.72 38.16
"936" "21" 0.72 38.88
"937" "21" 0.72 39.6
"938" "21" 0.72 40.32
"939" "21" 0.72 41.04
"940" "21" 0.72 41.76
"941" "21" 0.72 42.48
"942" "21" 0.72 43.2
"943" "21" 0.72 43.92
"944" "21" 0.72 44.64
"945" "21" 0.72 45.36
"946" "21" 0.72 46.08
"947" "21" 0.72 46.8
"948" "21" 0.72 47.52
"949" "21" 0.72 48.24
"950" "21" 0.72 48.96
"951" "21" 0.72 49.68
"952" "21" 0.72 50.4
"953" "21" 0.72 51.12
"954" "21" 0.72 51.84
"955" "21" 0.72 52.56
"956" "21" 0.72 53.28
"957" "21" 0.72 54
"958" "21" 0.72 54.72
"959" "21" 0.72 55.44
"960" "21" 0.72 56.16
"961" "21" 0.72 56.88
"962" "21" 0.72 57.6
"963" "21" 0.72 58.32
"964" "21" 0.72 59.04
"965" "21" 0.72 59.76
"966" "21" 0.72 60.48
"967" "21" 0.72 61.2
"968" "21" 0.72 61.92
"969" "21" 0.72 62.64
"970" "21" 0.359999999999999 63
"971" "22" 0.72 0.72
"972" "22" 0.72 1.44
"973" "22" 0.72 2.16
"974" "22" 0.72 2.88
"975" "22" 0.72 3.6
"976" "22" 0.72 4.32
"977" "22" 0.72 5.04
"978" "22" 0.72 5.76
"979" "22" 0.72 6.48
"980" "22" 0.72 7.2
"981" "22" 0.72 7.92
"982" "22" 0.72 8.64
"983" "22" 0.72 9.36
"984" "22" 0.72 10.08
"985" "22" 0.72 10.8
"986" "22" 0.72 11.52
"987" "22" 0.72 12.24
"988" "22" 0.72 12.96
"989" "22" 0.72 13.68
"990" "22" 0.72 14.4
"991" "22" 0.72 15.12
"992" "22" 0.72 15.84
"993" "22" 0.72 16.56
"994" "22" 0.72 17.28
"995" "22" 0.72 18
"996" "22" 0.72 18.72
"997" "22" 0.72 19.44
"998" "22" 0.72 20.16
"999" "22" 0.72 20.88
"1000" "22" 0.72 21.6
"1001" "22" 0.72 22.32
"1002" "22" 0.72 23.04
"1003" "22" 0.72 23.76
"1004" "22" 0.72 24.48
"1005" "22" 0.72 25.2
"1006" "22" 0.72 25.92
"1007" "22" 0.72 26.64
"1008" "22" 0.72 27.36
"1009" "22" 0.72 28.08
"1010" "22" 0.72 28.8
"1011" "22" 0.72 29.52
"1012" "22" 0.72 30.24
"1013" "22" 0.72 30.96
"1014" "22" 0.72 31.68
"1015" "22" 0.72 32.4
"1016" "22" 0.72 33.12
"1017" "22" 0.72 33.84
"1018" "22" 0.72 34.56
"1019" "22" 0.72 35.28
"1020" "22" 0.72 36
"1021" "22" 0.72 36.72
"1022" "22" 0.72 37.44
"1023" "22" 0.72 38.16
"1024" "22" 0.72 38.88
"1025" "22" 0.72 39.6
"1026" "22" 0.72 40.32
"1027" "22" 0.72 41.04
"1028" "22" 0.72 41.76
"1029" "22" 0.72 42.48
"1030" "22" 0.72 43.2
"1031" "22" 0.72 43.92
"1032" "22" 0.72 44.64
"1033" "22" 0.72 45.36
"1034" "22" 0.72 46.08
"1035" "22" 0.72 46.8
"1036" "22" 0.72 47.52
"1037" "22" 0.72 48.24
"1038" "22" 0.72 48.96
"1039" "22" 0.72 49.68
"1040" "22" 0.72 50.4
"1041" "22" 0.72 51.12
"1042" "22" 0.72 51.84
"1043" "22" 0.72 52.56
"1044" "22" 0.72 53.28
"1045" "22" 0.72 54
"1046" "22" 0.72 54.72
"1047" "22" 0.72 55.44
"1048" "22" 0.72 56.16
"1049" "22" 0.72 56.88
"1050" "22" 0.72 57.6
"1051" "22" 0.72 58.32
"1052" "22" 0.72 59.04
"1053" "22" 0.72 59.76
"1054" "22" 0.72 60.48
"1055" "22" 0.72 61.2
"1056" "22" 0.72 61.92
"1057" "22" 0.72 62.64
"1058" "22" 0.72 63.36
"1059" "22" 0.72 64.08
"1060" "22" 0.72 64.8
"1061" "22" 0.72 65.52
"1062" "22" 0.480000000000004 66
"1063" "23" 0.72 0.72
"1064" "23" 0.72 1.44
"1065" "23" 0.72 2.16
"1066" "23" 0.72 2.88
"1067" "23" 0.72 3.6
"1068" "23" 0.72 4.32
"1069" "23" 0.72 5.04
"1070" "23" 0.72 5.76
"1071" "23" 0.72 6.48
"1072" "23" 0.72 7.2
"1073" "23" 0.72 7.92
"1074" "23" 0.72 8.64
"1075" "23" 0.72 9.36
"1076" "23" 0.72 10.08
"1077" "23" 0.72 10.8
"1078" "23" 0.72 11.52
"1079" "23" 0.72 12.24
"1080" "23" 0.72 12.96
"1081" "23" 0.72 13.68
"1082" "23" 0.72 14.4
"1083" "23" 0.72 15.12
"1084" "23" 0.72 15.84
"1085" "23" 0.72 16.56
"1086" "23" 0.72 17.28
"1087" "23" 0.72 18
"1088" "23" 0.72 18.72
"1089" "23" 0.72 19.44
"1090" "23" 0.72 20.16
"1091" "23" 0.72 20.88
"1092" "23" 0.72 21.6
"1093" "23" 0.72 22.32
"1094" "23" 0.72 23.04
"1095" "23" 0.72 23.76
"1096" "23" 0.72 24.48
"1097" "23" 0.72 25.2
"1098" "23" 0.72 25.92
"1099" "23" 0.72 26.64
"1100" "23" 0.72 27.36
"1101" "23" 0.72 28.08
"1102" "23" 0.72 28.8
"1103" "23" 0.72 29.52
"1104" "23" 0.72 30.24
"1105" "23" 0.72 30.96
"1106" "23" 0.72 31.68
"1107" "23" 0.72 32.4
"1108" "23" 0.72 33.12
"1109" "23" 0.72 33.84
"1110" "23" 0.72 34.56
"1111" "23" 0.72 35.28
"1112" "23" 0.72 36
"1113" "23" 0.72 36.72
"1114" "23" 0.72 37.44
"1115" "23" 0.72 38.16
"1116" "23" 0.72 38.88
"1117" "23" 0.72 39.6
"1118" "23" 0.72 40.32
"1119" "23" 0.72 41.04
"1120" "23" 0.72 41.76
"1121" "23" 0.72 42.48
"1122" "23" 0.72 43.2
"1123" "23" 0.72 43.92
"1124" "23" 0.72 44.64
"1125" "23" 0.72 45.36
"1126" "23" 0.72 46.08
"1127" "23" 0.72 46.8
"1128" "23" 0.72 47.52
"1129" "23" 0.72 48.24
"1130" "23" 0.72 48.96
"1131" "23" 0.72 49.68
"1132" "23" 0.72 50.4
"1133" "23" 0.72 51.12
"1134" "23" 0.72 51.84
"1135" "23" 0.72 52.56
"1136" "23" 0.72 53.28
"1137" "23" 0.72 54
"1138" "23" 0.72 54.72
"1139" "23" 0.72 55.44
"1140" "23" 0.72 56.16
"1141" "23" 0.72 56.88
"1142" "23" 0.72 57.6
"1143" "23" 0.72 58.32
"1144" "23" 0.72 59.04
"1145" "23" 0.72 59.76
"1146" "23" 0.72 60.48
"1147" "23" 0.72 61.2
"1148" "23" 0.72 61.92
"1149" "23" 0.72 62.64
"1150" "23" 0.72 63.36
"1151" "23" 0.72 64.08
"1152" "23" 0.72 64.8
"1153" "23" 0.72 65.52
"1154" "23" 0.72 66.24
"1155" "23" 0.72 66.96
"1156" "23" 0.72 67.68
"1157" "23" 0.72 68.4
"1158" "23" 0.600000000000009 69
"1159" "24" 0.72 0.72
"1160" "24" 0.72 1.44
"1161" "24" 0.72 2.16
"1162" "24" 0.72 2.88
"1163" "24" 0.72 3.6
"1164" "24" 0.72 4.32
"1165" "24" 0.72 5.04
"1166" "24" 0.72 5.76
"1167" "24" 0.72 6.48
"1168" "24" 0.72 7.2
"1169" "24" 0.72 7.92
"1170" "24" 0.72 8.64
"1171" "24" 0.72 9.36
"1172" "24" 0.72 10.08
"1173" "24" 0.72 10.8
"1174" "24" 0.72 11.52
"1175" "24" 0.72 12.24
"1176" "24" 0.72 12.96
"1177" "24" 0.72 13.68
"1178" "24" 0.72 14.4
"1179" "24" 0.72 15.12
"1180" "24" 0.72 15.84
"1181" "24" 0.72 16.56
"1182" "24" 0.72 17.28
"1183" "24" 0.72 18
"1184" "24" 0.72 18.72
"1185" "24" 0.72 19.44
"1186" "24" 0.72 20.16
"1187" "24" 0.72 20.88
"1188" "24" 0.72 21.6
"1189" "24" 0.72 22.32
"1190" "24" 0.72 23.04
"1191" "24" 0.72 23.76
"1192" "24" 0.72 24.48
"1193" "24" 0.72 25.2
"1194" "24" 0.72 25.92
"1195" "24" 0.72 26.64
"1196" "24" 0.72 27.36
"1197" "24" 0.72 28.08
"1198" "24" 0.72 28.8
"1199" "24" 0.72 29.52
"1200" "24" 0.72 30.24
"1201" "24" 0.72 30.96
"1202" "24" 0.72 31.68
"1203" "24" 0.72 32.4
"1204" "24" 0.72 33.12
"1205" "24" 0.72 33.84
"1206" "24" 0.72 34.56
"1207" "24" 0.72 35.28
"1208" "24" 0.72 36
"1209" "24" 0.72 36.72
"1210" "24" 0.72 37.44
"1211" "24" 0.72 38.16
"1212" "24" 0.72 38.88
"1213" "24" 0.72 39.6
"1214" "24" 0.72 40.32
"1215" "24" 0.72 41.04
"1216" "24" 0.72 41.76
"1217" "24" 0.72 42.48
"1218" "24" 0.72 43.2
"1219" "24" 0.72 43.92
"1220" "24" 0.72 44.64
"1221" "24" 0.72 45.36
"1222" "24" 0.72 46.08
"1223" "24" 0.72 46.8
"1224" "24" 0.72 47.52
"1225" "24" 0.72 48.24
"1226" "24" 0.72 48.96
"1227" "24" 0.72 49.68
"1228" "24" 0.72 50.4
"1229" "24" 0.72 51.12
"1230" "24" 0.72 51.84
"1231" "24" 0.72 52.56
"1232" "24" 0.72 53.28
"1233" "24" 0.72 54
"1234" "24" 0.72 54.72
"1235" "24" 0.72 55.44
"1236" "24" 0.72 56.16
"1237" "24" 0.72 56.88
"1238" "24" 0.72 57.6
"1239" "24" 0.72 58.32
"1240" "24" 0.72 59.04
"1241" "24" 0.72 59.76
"1242" "24" 0.72 60.48
"1243" "24" 0.72 61.2
"1244" "24" 0.72 61.92
"1245" "24" 0.72 62.64
"1246" "24" 0.72 63.36
"1247" "24" 0.72 64.08
"1248" "24" 0.72 64.8
"1249" "24" 0.72 65.52
"1250" "24" 0.72 66.24
"1251" "24" 0.72 66.96
"1252" "24" 0.72 67.68
"1253" "24" 0.72 68.4
"1254" "24" 0.72 69.12
"1255" "24" 0.72 69.84
"1256" "24" 0.72 70.56
"1257" "24" 0.72 71.28
"1258" "24" 0.72 72
"1259" "24" 0 72
